gene_id_5prime,gene_symbol_5prime,chr_5prime,gene_id_3prime,gene_symbol_3prime,chr_3prime,model_id,model_name,tissue,in_patient,in_frame,in_cosmic_fusions,dataset
SIDG08196,EXO5,1,SIDG21812,NFYC-AS1,1,SIDM00143,COLO-668,Lung,False,3UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG08196,EXO5,1,SIDG21812,NFYC-AS1,1,SIDM00143,COLO-668,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08221,EXOSC5,19,SIDG06957,DPY19L3,19,SIDM00230,IST-SL2,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08236,EYA1,8,SIDG25804,PRKG1,10,SIDM01149,NCI-H847,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08311,FADS1,11,SIDG08314,FADS3,11,SIDM00699,NCI-H2141,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG08316,FAF1,1,SIDG00603,AGBL4,1,SIDM00760,NCI-H1963,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG08537,EEIG2,1,SIDG40402,UQCC1,20,SIDM00738,NCI-H1755,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG08553,FAM114A1,4,SIDG22108,NPAS3,14,SIDM00311,NCI-H2810,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG08555,FAM117A,17,SIDG05202,COQ10A,12,SIDM00294,LU-135,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08555,FAM117A,17,SIDG05202,COQ10A,12,SIDM00294,LU-135,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08569,HYCC2,2,SIDG21595,NDUFB3,2,SIDM00715,NCI-H2030,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG08350,FAM13B,5,SIDG34461,SIL1,5,SIDM00865,DMS-114,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG08598,NALF1,13,SIDG14841,LINC00449,13,SIDM00245,MS-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08600,NALF2,X,SIDG07293,EDA,X,SIDM01149,NCI-H847,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG08630,FAM171A2,17,SIDG21139,MYL4,17,SIDM00649,NCI-H1299,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG08630,FAM171A2,17,SIDG21139,MYL4,17,SIDM00649,NCI-H1299,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG17767,MINDY3,10,SIDG00191,ACBD7,10,SIDM00750,NCI-H1568,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08706,TASOR,3,SIDG01413,ARHGEF3,3,SIDM00294,LU-135,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG08707,TASOR2,10,SIDG21727,NET1,10,SIDM00761,NCI-H196,Lung,True,Yes,False,Sanger Cell Lines Fusions
SIDG08707,TASOR2,10,SIDG40270,UCN3,10,SIDM00770,NCI-H1836,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG08720,ATOSA,15,SIDG08625,FAM169BP,15,SIDM00309,NCI-H2803,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG08731,FAM219A,9,SIDG05039,CNTFR,9,SIDM00508,COR-L32,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08731,FAM219A,9,SIDG05039,CNTFR,9,SIDM00508,COR-L32,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG08731,FAM219A,9,SIDG05039,CNTFR,9,SIDM00508,COR-L32,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08740,FAM222B,17,SIDG25615,PPP5D1P,19,SIDM00756,NCI-H2009,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG08740,FAM222B,17,SIDG25615,PPP5D1P,19,SIDM00756,NCI-H2009,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG08330,FAM3C,7,SIDG03547,CAV2,7,SIDM00758,NCI-H1993,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG08410,CYRIB,8,SIDG03633,CCDC26,8,SIDM00648,NCI-H1304,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG34467,SINHCAF,12,SIDG06897,DPF3,14,SIDM00739,NCI-H1734,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG34467,SINHCAF,12,SIDG06897,DPF3,14,SIDM00739,NCI-H1734,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG17766,MINDY2,15,SIDG35054,SLTM,15,SIDM00727,NCI-H2342,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG17766,MINDY2,15,SIDG35054,SLTM,15,SIDM00727,NCI-H2342,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG08533,FAM98C,19,SIDG34474,SIPA1L3,19,SIDM00365,SBC-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08782,FANCA,16,SIDG04163,CDK10,16,SIDM00486,EBC-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08782,FANCA,16,SIDG04163,CDK10,16,SIDM00486,EBC-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08801,FAR2,12,SIDG72578,LINC02609,1,SIDM00770,NCI-H1836,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08809,FARP2,2,SIDG35285,SNED1,2,SIDM00749,NCI-H1573,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08811,FARSA,19,SIDG35083,SMARCA4,19,SIDM00703,NCI-H2110,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08822,FASTKD3,5,SIDG15168,LINC01019,5,SIDM01108,SK-LU-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08853,FBRSL1,12,SIDG05119,COL9A2,1,SIDM01071,HCC-33,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG08853,FBRSL1,12,SIDG09770,GALNT9,12,SIDM01071,HCC-33,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG08853,FBRSL1,12,SIDG36790,STX2,12,SIDM01119,NCI-H727,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG08870,FBXL20,17,SIDG03290,CABP7,22,SIDM00518,NCI-H290,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08870,FBXL20,17,SIDG03290,CABP7,22,SIDM00518,NCI-H290,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08870,FBXL20,17,SIDG38301,TNS4,17,SIDM00547,LU-65,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08870,FBXL20,17,SIDG38301,TNS4,17,SIDM00547,LU-65,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08855,FBXL3,13,SIDG39398,TRPC4,13,SIDM00927,NCI-H510A,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG08876,FBXO4,5,SIDG21876,NIPBL,5,SIDM00645,NCI-H1355,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG08956,FCHSD2,11,SIDG26485,RAB6A,11,SIDM00737,NCI-H1770,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09040,FGD4,12,SIDG08156,ETFRF1,12,SIDM00519,NCI-H2869,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09040,FGD4,12,SIDG08156,ETFRF1,12,SIDM00519,NCI-H2869,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09040,FGD4,12,SIDG72186,GCLC-AS1,6,SIDM00758,NCI-H1993,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09046,FGF2,4,SIDG02145,BBS12,4,SIDM00367,SBC-3,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09049,FGF5,4,SIDG25347,PPARGC1A,4,SIDM00720,NCI-H28,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG09088,FGFR1OP2,12,SIDG13349,ITPR2,12,SIDM00990,BEN,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09114,FHL3,1,SIDG25190,POGZ,1,SIDM00522,DMS-273,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG09114,FHL3,1,SIDG25190,POGZ,1,SIDM00522,DMS-273,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG09117,FHOD3,18,SIDG07741,ELP2,18,SIDM01072,HCC-15,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG09186,FLOT2,17,SIDG34242,SEZ6,17,SIDM01070,HCC-366,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG09186,FLOT2,17,SIDG34242,SEZ6,17,SIDM01070,HCC-366,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG09187,FLRT1,11,SIDG21271,NAA40,11,SIDM00293,LU-139,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG09197,FLVCR2,14,SIDG39819,TTLL5,14,SIDM00237,PC-14,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG09198,FLYWCH1,16,SIDG15004,LINC00671,17,SIDM01118,NCI-H740,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09206,FMNL2,2,SIDG40399,UPP2,2,SIDM01119,NCI-H727,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09207,FMNL3,12,SIDG14622,LIMA1,12,SIDM00367,SBC-3,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09220,FMR1,X,SIDG09681,GAB3,X,SIDM00737,NCI-H1770,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09254,FOCAD,9,SIDG01653,ASIC2,17,SIDM01150,NCI-H838,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG09254,FOCAD,9,SIDG01653,ASIC2,17,SIDM01150,NCI-H838,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG09254,FOCAD,9,SIDG06678,DMRTA1,9,SIDM00098,NCI-H2731,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09254,FOCAD,9,SIDG20442,MTAP,9,SIDM00224,IST-MES1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09269,FOSL2,2,SIDG34974,SLC39A11,17,SIDM01117,NCI-H748,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09304,FOXJ3,1,SIDG12217,HYI,1,SIDM00744,NCI-H1651,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09304,FOXJ3,1,SIDG41666,ZMYND12,1,SIDM01128,NCI-H526,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09306,FOXK2,17,SIDG37830,TMC8,17,SIDM01118,NCI-H740,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09313,FOXN3,14,SIDG00732,AKAP6,14,SIDM00758,NCI-H1993,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09327,FOXP2,7,SIDG16934,LTA,6,SIDM00758,NCI-H1993,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09515,FRS2,12,SIDG39015,TRHDE-AS1,12,SIDM00990,BEN,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09522,FRYL,4,SIDG09698,GABRA4,4,SIDM00649,NCI-H1299,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG09543,FSTL4,5,SIDG42153,ZNF608,5,SIDM01121,NCI-H69,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09627,FUT8,14,SIDG09777,GALNT16,14,SIDM00237,PC-14,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG09681,GAB3,X,SIDG12964,IL9R,X,SIDM00737,NCI-H1770,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG09681,GAB3,X,SIDG12964,IL9R,X,SIDM00737,NCI-H1770,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG09691,GABPB1,15,SIDG03620,CCDC9B,15,SIDM00865,DMS-114,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG09759,GALK2,15,SIDG08720,ATOSA,15,SIDM00718,NCI-H358,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG09769,GALNT8,12,SIDG25832,PRMT8,12,SIDM00523,DMS-53,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG09863,GAPVD1,9,SIDG10173,GLE1,9,SIDM00745,NCI-H1650,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG09863,GAPVD1,9,SIDG22585,ODF2,9,SIDM00745,NCI-H1650,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG09863,GAPVD1,9,SIDG22585,ODF2,9,SIDM00745,NCI-H1650,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG09900,GATAD2B,1,SIDG26515,RAB13,1,SIDM00367,SBC-3,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG09944,GCLC,6,SIDG72491,KILH,6,SIDM00749,NCI-H1573,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG10070,GHR,5,SIDG20186,MRPS30-DT,5,SIDM00310,NCI-H2804,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG10095,GINM1,6,SIDG37052,TAB2,6,SIDM00721,NCI-H250,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG10174,GLG1,16,SIDG41072,WDR59,16,SIDM00792,NCI-H1688,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG10258,GMEB1,1,SIDG26956,RCC1,1,SIDM01068,HCC-78,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG10336,GNPTG,16,SIDG19776,MRTFB,16,SIDM00606,KNS-62,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG10406,GOLGB1,3,SIDG19935,MOV10L1,22,SIDM00137,NCI-H3122,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG10407,GOLIM4,3,SIDG23956,PASD1,X,SIDM00046,H3255,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG10410,GOLPH3L,1,SIDG10963,HACD3,15,SIDM01116,NCI-H810,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG10467,GPC6,13,SIDG21197,MYO16,13,SIDM00735,NCI-H2029,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG10470,GPCPD1,20,SIDG21097,MYC,8,SIDM00294,LU-135,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG10470,GPCPD1,20,SIDG21097,MYC,8,SIDM00294,LU-135,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG10472,GPD1L,3,SIDG07304,EDEM1,3,SIDM00710,NCI-H2081,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG10547,GPR107,9,SIDG14350,LAMA2,6,SIDM00658,NCI-H1435,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG10533,GPR75-ASB3,2,SIDG21110,MYCNUT,2,SIDM01121,NCI-H69,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG10621,GRAMD4,22,SIDG10847,GTSE1,22,SIDM00747,NCI-H1623,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG10638,GRB14,2,SIDG05553,CSRNP3,2,SIDM00753,NCI-H2023,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG10638,GRB14,2,SIDG05553,CSRNP3,2,SIDM00753,NCI-H2023,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG10638,GRB14,2,SIDG12318,IFIH1,2,SIDM00753,NCI-H2023,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG10643,GRHL1,2,SIDG08409,CYRIA,2,SIDM01120,NCI-H720,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG10643,GRHL1,2,SIDG08409,CYRIA,2,SIDM01120,NCI-H720,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG10643,GRHL1,2,SIDG08409,CYRIA,2,SIDM01120,NCI-H720,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG10643,GRHL1,2,SIDG08409,CYRIA,2,SIDM01120,NCI-H720,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG10677,GRK4,4,SIDG24236,PDE6B,4,SIDM00739,NCI-H1734,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG10705,GRTP1,13,SIDG21686,NEGR1,1,SIDM00183,LB647-SCLC,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG10793,GTF2I,7,SIDG24928,PLAA,9,SIDM00048,EMC-BAC-1,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG10831,GTF3C1,16,SIDG10444,GPAT2P2,2,SIDM00137,NCI-H3122,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG10877,GUSBP6,7,SIDG17548,MEGF8,19,SIDM01183,UMC-11,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG11037,HBS1L,6,SIDG21953,NMBR,6,SIDM00758,NCI-H1993,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG11115,HDAC2,6,SIDG02244,BEND3,6,SIDM00927,NCI-H510A,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG11122,HDAC8,X,SIDG24564,PHKA1,X,SIDM01103,SK-MES-1,Lung,True,ambiguous,False,Sanger Cell Lines Fusions
SIDG11122,HDAC8,X,SIDG71987,DYNLRB2-AS1,16,SIDM00750,NCI-H1568,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG11146,HEATR5B,2,SIDG07512,EIF2AK2,2,SIDM00293,LU-139,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG11152,HECTD1,14,SIDG39779,TTC21B,2,SIDM00648,NCI-H1304,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG11152,HECTD1,14,SIDG39779,TTC21B,2,SIDM00648,NCI-H1304,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG11165,HELLS,10,SIDG37236,TBC1D12,10,SIDM00965,NCI-H446,Lung,True,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG11179,HERC1,15,SIDG08527,CIAO2A,15,SIDM00367,SBC-3,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG11179,HERC1,15,SIDG09537,FSIP1,15,SIDM00924,ChaGo-K-1,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG11179,HERC1,15,SIDG09537,FSIP1,15,SIDM00924,ChaGo-K-1,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG11209,HEXD,17,SIDG34699,SLC16A3,17,SIDM00734,NCI-H1437,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG11218,HGD,3,SIDG26574,RABL3,3,SIDM00758,NCI-H1993,Lung,True,Yes,False,Sanger Cell Lines Fusions
SIDG11222,HGS,17,SIDG23774,P4HB,17,SIDM00710,NCI-H2081,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG11243,HIF1A-AS2,14,SIDG13073,IMPG2,3,SIDM01070,HCC-366,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG11285,HIPK3,11,SIDG06386,DEPDC7,11,SIDM01126,NCI-H64,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG11285,HIPK3,11,SIDG06386,DEPDC7,11,SIDM01126,NCI-H64,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG11820,HNRNPM,19,SIDG17279,MARCHF2,19,SIDM00721,NCI-H250,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG11820,HNRNPM,19,SIDG17279,MARCHF2,19,SIDM00721,NCI-H250,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG11820,HNRNPM,19,SIDG17279,MARCHF2,19,SIDM00721,NCI-H250,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG11823,HNRNPR,1,SIDG39997,TXLNA,1,SIDM00703,NCI-H2110,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG11823,HNRNPR,1,SIDG39997,TXLNA,1,SIDM00703,NCI-H2110,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG11823,HNRNPR,1,SIDG39997,TXLNA,1,SIDM00703,NCI-H2110,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG11823,HNRNPR,1,SIDG39997,TXLNA,1,SIDM00703,NCI-H2110,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG11835,HOMER2,15,SIDG11133,HDGFL3,15,SIDM01149,NCI-H847,Lung,False,3UTR_CODING,False,Sanger Cell Lines Fusions
SIDG11843,HOOK3,8,SIDG00393,ADAM32,8,SIDM00722,NCI-H2452,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG11843,HOOK3,8,SIDG00393,ADAM32,8,SIDM00722,NCI-H2452,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG11922,HPN,19,SIDG01653,ASIC2,17,SIDM01119,NCI-H727,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG11926,HPRT1,X,SIDG41733,ZNF75D,X,SIDM00741,NCI-H1694,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG11926,HPRT1,X,SIDG41733,ZNF75D,X,SIDM00741,NCI-H1694,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG11961,HS1BP3,2,SIDG14481,LDAH,2,SIDM00865,DMS-114,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG12152,HSPH1,13,SIDG40591,USPL1,13,SIDM00309,NCI-H2803,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG12210,HYAL2,3,SIDG37964,TMEM115,3,SIDM00865,DMS-114,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG12225,IAH1,2,SIDG01609,ASAP2,2,SIDM00345,LCLC-103H,Lung,False,3UTR_CODING,False,Sanger Cell Lines Fusions
SIDG12251,ICAM5,19,SIDG01123,ANO8,19,SIDM01067,HCC-827,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG12252,ICE1,5,SIDG17288,MARCHF11,5,SIDM00734,NCI-H1437,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG12361,IFNGR2,21,SIDG12352,IFNAR1,21,SIDM01124,NCI-H650,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG12395,IFT88,13,SIDG12152,HSPH1,13,SIDM00222,MPP-89,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG12412,IGF1R,15,SIDG17239,MAPK6,15,SIDM00309,NCI-H2803,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG12412,IGF1R,15,SIDG17239,MAPK6,15,SIDM00309,NCI-H2803,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG12911,IGSF9B,11,SIDG06897,DPF3,14,SIDM00739,NCI-H1734,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG12930,IKZF3,17,SIDG41135,WIPF2,17,SIDM00716,NCI-H2170,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG12940,IL1RAPL2,X,SIDG22302,NRK,X,SIDM00704,NCI-H211,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG12951,IL4I1,19,SIDG01729,ATF5,19,SIDM00494,ABC-1,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG12951,IL4I1,19,SIDG01729,ATF5,19,SIDM00494,ABC-1,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG13038,ILF3,19,SIDG35083,SMARCA4,19,SIDM01120,NCI-H720,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG13038,ILF3,19,SIDG35083,SMARCA4,19,SIDM01120,NCI-H720,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG13048,IMMT,2,SIDG36330,SPOCK2,10,SIDM00548,LK-2,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG13108,INPP4B,4,SIDG00962,ANAPC10,4,SIDM00748,NCI-H1581,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG13108,INPP4B,4,SIDG00962,ANAPC10,4,SIDM00748,NCI-H1581,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG13108,INPP4B,4,SIDG00962,ANAPC10,4,SIDM00748,NCI-H1581,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG13108,INPP4B,4,SIDG24569,PHKB,16,SIDM00771,NCI-H1792,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG13108,INPP4B,4,SIDG24569,PHKB,16,SIDM00771,NCI-H1792,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG13136,INTS1,7,SIDG38043,TMEM184A,7,SIDM00750,NCI-H1568,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG13168,IPO7,11,SIDG21127,MYH9,22,SIDM00649,NCI-H1299,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG13182,IQCA1,2,SIDG14317,KYNU,2,SIDM00509,COR-L311,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG13198,IQCH-AS1,15,SIDG00029,AAGAB,15,SIDM00700,NCI-H2135,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG13205,IQGAP1,15,SIDG17446,MCTP2,15,SIDM00101,NCI-H2591,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG13207,IQGAP3,1,SIDG00056,ABCA8,17,SIDM00719,NCI-H345,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG13207,IQGAP3,1,SIDG00056,ABCA8,17,SIDM00719,NCI-H345,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG13207,IQGAP3,1,SIDG00056,ABCA8,17,SIDM00719,NCI-H345,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG13291,ITGA3,17,SIDG13446,KAT7,17,SIDM00294,LU-135,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG13338,ITM2C,2,SIDG40199,UBIAD1,1,SIDM00230,IST-SL2,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG13338,ITM2C,2,SIDG40199,UBIAD1,1,SIDM00230,IST-SL2,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG13340,ITPK1,14,SIDG07954,ERH,14,SIDM00737,NCI-H1770,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG13343,ITPKB,1,SIDG06092,DCAF4L1,4,SIDM00710,NCI-H2081,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG13349,ITPR2,12,SIDG03695,CCDC91,12,SIDM00990,BEN,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG13349,ITPR2,12,SIDG16761,IRAG2,12,SIDM00990,BEN,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG13349,ITPR2,12,SIDG16761,IRAG2,12,SIDM00990,BEN,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG13349,ITPR2,12,SIDG16761,IRAG2,12,SIDM00990,BEN,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG13349,ITPR2,12,SIDG16761,IRAG2,12,SIDM00990,BEN,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG13349,ITPR2,12,SIDG34901,SLC30A7,1,SIDM00770,NCI-H1836,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG13349,ITPR2,12,SIDG36086,SOX5,12,SIDM00770,NCI-H1836,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG13368,JADE2,5,SIDG40095,UBE2B,5,SIDM00927,NCI-H510A,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG13373,JAGN1,3,SIDG01557,ARPC4,3,SIDM01122,NCI-H661,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG13373,JAGN1,3,SIDG39817,TTLL3,3,SIDM01116,NCI-H810,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG13373,JAGN1,3,SIDG39817,TTLL3,3,SIDM01116,NCI-H810,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG13375,JAK2,9,SIDG26302,PTPRD,9,SIDM00345,LCLC-103H,Lung,False,No,False,Sanger Cell Lines Fusions
